 time            i(VIin)         v(Vout)        
 1.65962063e-07  7.70418556e-06  1.14847136e+00 
 1.66439030e-07  7.67452139e-06  1.15049828e+00 
 1.67392966e-07  7.61425922e-06  1.15346681e+00 
 1.69300838e-07  7.49003015e-06  1.15623915e+00 
 1.69500000e-07  7.47677936e-06  1.15632749e+00 
 1.69550000e-07  7.47344439e-06  1.15632131e+00 
 1.69650000e-07  7.46676441e-06  1.15631464e+00 
 1.69822471e-07  7.45521195e-06  1.15628870e+00 
 1.69995210e-07  7.44360178e-06  1.15562132e+00 
 1.70000000e-07  7.44327926e-06  1.15558884e+00 
 1.70009580e-07  7.44263411e-06  1.15553462e+00 
 1.70028741e-07  7.44134346e-06  1.15542706e+00 
 1.70067062e-07  7.43876068e-06  1.15521415e+00 
 1.70143705e-07  7.43358925e-06  1.15479309e+00 
 1.70296991e-07  7.42322292e-06  1.15397064e+00 
 1.70603562e-07  7.40239656e-06  1.15240126e+00 
 1.71216704e-07  7.36037002e-06  1.14954870e+00 
 1.72442989e-07  7.27483049e-06  1.14487288e+00 
 1.74895559e-07  7.09787733e-06  1.13888831e+00 
 1.75000000e-07  7.09016994e-06  1.13872400e+00 
 1.75024581e-07  7.08835390e-06  1.13873300e+00 
 1.75073744e-07  7.08471950e-06  1.13877934e+00 
 1.75172069e-07  7.07744145e-06  1.13892355e+00 
 1.75347153e-07  7.06445117e-06  1.13908504e+00 
 1.75500000e-07  7.05307886e-06  1.13962088e+00 
 1.75516517e-07  7.05184814e-06  1.13970925e+00 
 1.75549552e-07  7.04938568e-06  1.13986585e+00 
 1.75615620e-07  7.04445658e-06  1.14015639e+00 
 1.75747758e-07  7.03458177e-06  1.14072068e+00 
 1.76012033e-07  7.01476570e-06  1.14173719e+00 
 1.76540582e-07  6.97486859e-06  1.14340300e+00 
 1.77597682e-07  6.89402072e-06  1.14547247e+00 
 1.79500000e-07  6.74503060e-06  1.14620736e+00 
 1.79550000e-07  6.74105452e-06  1.14616249e+00 
 1.79650000e-07  6.73309318e-06  1.14607902e+00 
 1.79823109e-07  6.71928255e-06  1.14592222e+00 
 1.79996297e-07  6.70542901e-06  1.14517607e+00 
 1.80172615e-07  6.69128765e-06  1.14420932e+00 
 1.80354848e-07  6.67663223e-06  1.14324065e+00 
 1.80546554e-07  6.66117148e-06  1.14225011e+00 
 1.80918960e-07  6.63101065e-06  1.14043897e+00 
 1.81303400e-07  6.59969982e-06  1.13869932e+00 
 1.81947608e-07  6.54683500e-06  1.13608231e+00 
 1.82821506e-07  6.47433144e-06  1.13305736e+00 
 1.84236951e-07  6.35498969e-06  1.12930063e+00 
 1.86955615e-07  6.11927475e-06  1.12906766e+00 
 1.89437712e-07  5.89680804e-06  1.13029509e+00 
 1.91702225e-07  5.68798471e-06  1.12380168e+00 
 1.93809653e-07  5.48877851e-06  1.11555629e+00 
 1.96100294e-07  5.26709744e-06  1.11256146e+00 
 1.98125898e-07  5.06673378e-06  1.11161751e+00 
 2.00332489e-07  4.84399914e-06  1.10530167e+00 
 2.02321600e-07  4.63936148e-06  1.09806137e+00 
 2.04455304e-07  4.41593492e-06  1.09274852e+00 
 2.07398477e-07  4.10139111e-06  1.09038062e+00 
 2.09763988e-07  3.84350512e-06  1.08860138e+00 
 2.12117789e-07  3.58264759e-06  1.08399461e+00 
 2.14929610e-07  3.26579487e-06  1.07967238e+00 
 2.18483857e-07  2.85771158e-06  1.07860232e+00 
 2.21705280e-07  2.48117215e-06  1.07531745e+00 
 2.24088326e-07  2.19892193e-06  1.07033114e+00 
 2.26363665e-07  1.92674807e-06  1.06833592e+00 
 2.28695290e-07  1.64536129e-06  1.06590024e+00 
 2.30889548e-07  1.37847373e-06  1.06009486e+00 
 2.32653770e-07  1.16257045e-06  1.05493145e+00 
 2.34280786e-07  9.62513679e-07  1.05098070e+00 
 2.36709445e-07  6.62386845e-07  1.04672070e+00 
 2.38093823e-07  4.90598507e-07  1.04470545e+00 
 2.39714549e-07  2.88912164e-07  1.04125225e+00 
 2.41913656e-07  1.44121121e-08  1.03556837e+00 
 2.43517704e-07 -1.86311245e-07  1.03205012e+00 
 2.45357708e-07 -4.16963241e-07  1.02876276e+00 
 2.46520923e-07 -5.62945490e-07  1.02667301e+00 
 2.47730399e-07 -7.14832219e-07  1.02394543e+00 
 2.49343770e-07 -9.17536617e-07  1.01996730e+00 
 2.51863503e-07 -1.23415331e-06  1.01342709e+00 
 2.53316104e-07 -1.41659334e-06  1.00991617e+00 
 2.54832698e-07 -1.60692150e-06  1.00647210e+00 
 2.56127462e-07 -1.76923890e-06  1.00349009e+00 
 2.56905775e-07 -1.86671643e-06  1.00161581e+00 
 2.57774051e-07 -1.97536288e-06  9.99515944e-01 
 2.58758926e-07 -2.09845803e-06  9.96997391e-01 
 2.59673322e-07 -2.21259398e-06  9.94627791e-01 
 2.61144024e-07 -2.39582664e-06  9.91128392e-01 
 2.62276114e-07 -2.53655056e-06  9.88845953e-01 
 2.63391524e-07 -2.67489711e-06  9.86591136e-01 
 2.64943534e-07 -2.86684257e-06  9.83481583e-01 
 2.65989330e-07 -2.99578600e-06  9.81001591e-01 
 2.66648365e-07 -3.07686727e-06  9.79222219e-01 
 2.67380154e-07 -3.16673238e-06  9.77240618e-01 
 2.68153042e-07 -3.26144543e-06  9.75197697e-01 
 2.69698819e-07 -3.45022266e-06  9.71082794e-01 
 2.71536309e-07 -3.67341678e-06  9.67220672e-01 
 2.73241952e-07 -3.87932284e-06  9.64209809e-01 
 2.74835069e-07 -4.07045192e-06  9.61193521e-01 
 2.77013103e-07 -4.32974809e-06  9.55656378e-01 
 2.78747543e-07 -4.53445967e-06  9.50519230e-01 
 2.80683454e-07 -4.76096299e-06  9.46392933e-01 
 2.82199826e-07 -4.93683213e-06  9.44026077e-01 
 2.83623271e-07 -5.10062403e-06  9.41484547e-01 
 2.85593353e-07 -5.32514054e-06  9.36204790e-01 
 2.86604911e-07 -5.43939928e-06  9.32823941e-01 
 2.87799656e-07 -5.57342435e-06  9.29242722e-01 
 2.89270045e-07 -5.73695262e-06  9.25219590e-01 
 2.91465442e-07 -5.97808521e-06  9.21327805e-01 
 2.93073994e-07 -6.15236667e-06  9.19456939e-01 
 2.94585783e-07 -6.31424659e-06  9.17130129e-01 
 2.96724315e-07 -6.53994802e-06  9.11294621e-01 
 2.98649422e-07 -6.73970736e-06  9.04859602e-01 
 3.00516494e-07 -6.93023720e-06  9.01349980e-01 
 3.01901983e-07 -7.06951866e-06  8.99966718e-01 
 3.03202688e-07 -7.19860322e-06  8.98133464e-01 
 3.04908038e-07 -7.36533136e-06  8.95028962e-01 
 3.08318738e-07 -7.68994297e-06  8.84349179e-01 
 3.11475923e-07 -7.97948773e-06  8.76426735e-01 
 3.14533991e-07 -8.24947410e-06  8.72464833e-01 
 3.17332400e-07 -8.48716600e-06  8.63551194e-01 
 3.20116351e-07 -8.71444401e-06  8.56180116e-01 
 3.21998833e-07 -8.86279370e-06  8.54289643e-01 
 3.23761398e-07 -8.99770647e-06  8.51287093e-01 
 3.26519022e-07 -9.20088917e-06  8.41349596e-01 
 3.27902700e-07 -9.29914379e-06  8.35197063e-01 
 3.29536094e-07 -9.41189933e-06  8.30084094e-01 
 3.30957845e-07 -9.50716157e-06  8.28568289e-01 
 3.31872366e-07 -9.56700449e-06  8.29008771e-01 
 3.32882282e-07 -9.63177465e-06  8.28960322e-01 
 3.34106689e-07 -9.70843571e-06  8.28188648e-01 
 3.35239754e-07 -9.77754146e-06  8.25985583e-01 
 3.36183806e-07 -9.83376094e-06  8.21824183e-01 
 3.37173003e-07 -9.89133483e-06  8.16920836e-01 
 3.38239394e-07 -9.95186254e-06  8.12906113e-01 
 3.39392933e-07 -1.00155264e-05  8.09604245e-01 
 3.40285643e-07 -1.00634955e-05  8.09084220e-01 
 3.40865776e-07 -1.00940574e-05  8.09789784e-01 
 3.41488060e-07 -1.01263026e-05  8.10298139e-01 
 3.42187120e-07 -1.01618605e-05  8.10581660e-01 
 3.43585242e-07 -1.02308524e-05  8.10305418e-01 
 3.46381486e-07 -1.03602680e-05  8.03099380e-01 
 3.48572272e-07 -1.04535956e-05  7.95283127e-01 
 3.50848362e-07 -1.05429679e-05  7.94101590e-01 
 3.53009543e-07 -1.06206040e-05  7.95926990e-01 
 3.55069434e-07 -1.06879978e-05  7.94384484e-01 
 3.58217308e-07 -1.07784342e-05  7.83630367e-01 
 3.60432862e-07 -1.08329198e-05  7.78675999e-01 
 3.61746651e-07 -1.08616316e-05  7.79356976e-01 
 3.63241422e-07 -1.08910295e-05  7.78855167e-01 
 3.65036929e-07 -1.09217276e-05  7.76342458e-01 
 3.68627944e-07 -1.09679582e-05  7.62908909e-01 
 3.71545960e-07 -1.09905816e-05  7.57659578e-01 
 3.74258882e-07 -1.09995663e-05  7.60496363e-01 
 3.76911452e-07 -1.09971153e-05  7.53935768e-01 
 3.78634549e-07 -1.09895717e-05  7.47539385e-01 
 3.80287828e-07 -1.09779309e-05  7.48078665e-01 
 3.81820537e-07 -1.09632920e-05  7.51894573e-01 
 3.83258919e-07 -1.09461921e-05  7.53775117e-01 
 3.85202808e-07 -1.09179206e-05  7.53623989e-01 
 3.88808999e-07 -1.08498159e-05  7.43017759e-01 
 3.92654565e-07 -1.07549122e-05  7.39140362e-01 
 3.96190028e-07 -1.06475601e-05  7.39616874e-01 
 3.98959660e-07 -1.05501500e-05  7.35668474e-01 
 4.01639345e-07 -1.04448923e-05  7.41108809e-01 
 4.04882932e-07 -1.03031704e-05  7.50420100e-01 
 4.07986446e-07 -1.01530978e-05  7.47441711e-01 
 4.10040905e-07 -1.00460807e-05  7.46430516e-01 
 4.11267613e-07 -9.97930184e-06  7.49124293e-01 
 4.12669996e-07 -9.90034663e-06  7.50923371e-01 
 4.14343865e-07 -9.80249023e-06  7.51400018e-01 
 4.16475762e-07 -9.67222400e-06  7.46115656e-01 
 4.17986181e-07 -9.57615977e-06  7.41095922e-01 
 4.19399092e-07 -9.48349971e-06  7.39642038e-01 
 4.21331785e-07 -9.35242664e-06  7.43436313e-01 
 4.22947411e-07 -9.23907301e-06  7.49321303e-01 
 4.24629364e-07 -9.11745846e-06  7.53254375e-01 
 4.27055560e-07 -8.93565754e-06  7.52120822e-01 
 4.29033285e-07 -8.78199685e-06  7.49175302e-01 
 4.31149593e-07 -8.61224804e-06  7.53099557e-01 
 4.33115451e-07 -8.44974113e-06  7.59583904e-01 
 4.35053386e-07 -8.28509226e-06  7.63244333e-01 
 4.37828365e-07 -8.04182991e-06  7.61472702e-01 
 4.40326720e-07 -7.81548428e-06  7.61762025e-01 
 4.41844246e-07 -7.67470594e-06  7.65335119e-01 
 4.43319440e-07 -7.53552757e-06  7.67520772e-01 
 4.45063797e-07 -7.36806065e-06  7.68619508e-01 
 4.48552512e-07 -7.02402962e-06  7.64426055e-01 
 4.52390531e-07 -6.63220597e-06  7.66153288e-01 
 4.55941618e-07 -6.25798816e-06  7.72544616e-01 
 4.59335760e-07 -5.89051418e-06  7.76066213e-01 
 4.62568321e-07 -5.53225362e-06  7.86135050e-01 
 4.66091398e-07 -5.13330016e-06  7.95534992e-01 
 4.68684813e-07 -4.83440107e-06  7.99674641e-01 
 4.71159301e-07 -4.54540797e-06  8.07025685e-01 
 4.73858706e-07 -4.22624723e-06  8.15800927e-01 
 4.76467861e-07 -3.91422526e-06  8.19928607e-01 
 4.78693575e-07 -3.64556906e-06  8.22296211e-01 
 4.80832457e-07 -3.38544152e-06  8.27449518e-01 
 4.82791733e-07 -3.14564048e-06  8.33104057e-01 
 4.84805229e-07 -2.89784966e-06  8.37525888e-01 
 4.87517737e-07 -2.56214317e-06  8.40719884e-01 
 4.89419858e-07 -2.32562630e-06  8.42504497e-01 
 4.91915498e-07 -2.01418185e-06  8.47737838e-01 
 4.94321380e-07 -1.71299093e-06  8.53679470e-01 
 4.96578030e-07 -1.42988495e-06  8.57315859e-01 
 4.98301135e-07 -1.21346948e-06  8.59695899e-01 
 5.00552915e-07 -9.30519192e-07  8.64605466e-01 
 5.02615510e-07 -6.71384431e-07  8.69667460e-01 
 5.04573743e-07 -4.25562928e-07  8.73719961e-01 
 5.07558435e-07 -5.16066019e-08  8.78562935e-01 
 5.09591570e-07  2.02395964e-07  8.82002592e-01 
 5.11884996e-07  4.87966539e-07  8.86931653e-01 
 5.13961002e-07  7.45405395e-07  8.91267781e-01 
 5.16028955e-07  1.00066492e-06  8.95069695e-01 
 5.17443319e-07  1.17448061e-06  8.97686866e-01 
 5.18798290e-07  1.34035384e-06  9.00596541e-01 
 5.19987325e-07  1.48535610e-06  9.03440575e-01 
 5.20750652e-07  1.57815308e-06  9.05243536e-01 
 5.21587686e-07  1.67963748e-06  9.07143675e-01 
 5.22652573e-07  1.80831751e-06  9.09495998e-01 
 5.24291137e-07  2.00532989e-06  9.12971730e-01 
 5.26911139e-07  2.31766343e-06  9.18762968e-01 
 5.28696667e-07  2.52847824e-06  9.22927974e-01 
 5.30317591e-07  2.71832323e-06  9.26605955e-01 
 5.31212950e-07  2.82253253e-06  9.28552591e-01 
 5.32330617e-07  2.95193527e-06  9.30971240e-01 
 5.33513416e-07  3.08802942e-06  9.33507909e-01 
 5.35103905e-07  3.26960364e-06  9.37193144e-01 
 5.37645745e-07  3.55621599e-06  9.43615092e-01 
 5.39442492e-07  3.75602631e-06  9.48558846e-01 
 5.41241419e-07  3.95364998e-06  9.52866921e-01 
 5.42282225e-07  4.06683966e-06  9.54928356e-01 
 5.43492476e-07  4.19736566e-06  9.57376515e-01 
 5.44940009e-07  4.35190127e-06  9.60408518e-01 
 5.46004928e-07  4.46446209e-06  9.63231465e-01 
 5.46683820e-07  4.53571081e-06  9.65403504e-01 
 5.47409926e-07  4.61146841e-06  9.67671666e-01 
 5.48214729e-07  4.69489071e-06  9.70128991e-01 
 5.49824335e-07  4.85997941e-06  9.74707502e-01 
 5.51116128e-07  4.99074078e-06  9.77413936e-01 
 5.52454375e-07  5.12453925e-06  9.79852798e-01 
 5.54387390e-07  5.31473535e-06  9.83681271e-01 
 5.56315316e-07  5.50071964e-06  9.89205303e-01 
 5.57989175e-07  5.65910391e-06  9.95060525e-01 
 5.59808868e-07  5.82794272e-06  1.00051425e+00 
 5.61717254e-07  6.00117393e-06  1.00431815e+00 
 5.63530894e-07  6.16207476e-06  1.00727131e+00 
 5.66226465e-07  6.39432022e-06  1.01496816e+00 
 5.68821301e-07  6.60987566e-06  1.02423282e+00 
 5.71216288e-07  6.80165460e-06  1.02887138e+00 
 5.74047534e-07  7.01923991e-06  1.03168601e+00 
 5.76840396e-07  7.22393203e-06  1.03927681e+00 
 5.79443560e-07  7.40560586e-06  1.04871967e+00 
 5.82347965e-07  7.59767917e-06  1.05329430e+00 
 5.85274668e-07  7.77964268e-06  1.05771826e+00 
 5.87752162e-07  7.92440637e-06  1.06632660e+00 
 5.90169726e-07  8.05733112e-06  1.07079168e+00 
 5.92488907e-07  8.17699257e-06  1.07127971e+00 
 5.94722409e-07  8.28486696e-06  1.07333497e+00 
 5.98068725e-07  8.43277616e-06  1.08382355e+00 
 5.99940713e-07  8.50826026e-06  1.09059916e+00 
 6.01281301e-07  8.55908597e-06  1.09201340e+00 
 6.02773585e-07  8.61247171e-06  1.09238226e+00 
 6.05219237e-07  8.69264629e-06  1.09755329e+00 
 6.06709164e-07  8.73700712e-06  1.10459771e+00 
 6.08270256e-07  8.77982491e-06  1.11232404e+00 
 6.09859695e-07  8.81955347e-06  1.11691904e+00 
 6.10955254e-07  8.84465765e-06  1.11694199e+00 
 6.12595358e-07  8.87875088e-06  1.11505900e+00 
 6.14097419e-07  8.90629368e-06  1.11451890e+00 
 6.15692331e-07  8.93167551e-06  1.11898116e+00 
 6.17059852e-07  8.95026220e-06  1.12533246e+00 
 6.18317174e-07  8.96475846e-06  1.12937121e+00 
 6.20030612e-07  8.98050809e-06  1.12913076e+00 
 6.21452478e-07  8.99006500e-06  1.12562411e+00 
 6.22965061e-07  8.99673059e-06  1.12334892e+00 
 6.25168508e-07  8.99997758e-06  1.12525530e+00 
 6.29575403e-07  8.98347549e-06  1.13952579e+00 
 6.33728517e-07  8.93990544e-06  1.14288294e+00 
 6.37980770e-07  8.86725218e-06  1.14556596e+00 
 6.42117248e-07  8.76954695e-06  1.14551365e+00 
 6.46289509e-07  8.64426289e-06  1.14298363e+00 
 6.49494552e-07  8.53000086e-06  1.14651392e+00 
 6.53065766e-07  8.38448712e-06  1.13813369e+00 
 6.56969638e-07  8.20381105e-06  1.13091241e+00 
 6.60873547e-07  8.00098717e-06  1.12532771e+00 
 6.64531192e-07  7.79129574e-06  1.11606425e+00 
 6.68492556e-07  7.54326052e-06  1.11809187e+00 
 6.72821423e-07  7.24803509e-06  1.11612245e+00 
 6.77186380e-07  6.92564377e-06  1.11065648e+00 
 6.80835990e-07  6.63774483e-06  1.10605974e+00 
 6.83644834e-07  6.40519868e-06  1.09944632e+00 
 6.86320969e-07  6.17505380e-06  1.09942051e+00 
 6.89372720e-07  5.90271969e-06  1.09966363e+00 
 6.92260854e-07  5.63563111e-06  1.09245762e+00 
 6.94301096e-07  5.44166491e-06  1.08630140e+00 
 6.96478199e-07  5.23002098e-06  1.08397943e+00 
 6.98680485e-07  5.01118558e-06  1.08287776e+00 
 7.00809283e-07  4.79527494e-06  1.07802843e+00 
 7.02210593e-07  4.65087576e-06  1.07397216e+00 
 7.03604697e-07  4.50548026e-06  1.07086319e+00 
 7.05176021e-07  4.33957880e-06  1.06883557e+00 
 7.07257300e-07  4.11664183e-06  1.06854821e+00 
 7.09356646e-07  3.88822463e-06  1.06816450e+00 
 7.11385246e-07  3.66427138e-06  1.06437811e+00 
 7.12525071e-07  3.53709766e-06  1.06152768e+00 
 7.13916113e-07  3.38063635e-06  1.05871730e+00 
 7.15520539e-07  3.19851487e-06  1.05719587e+00 
 7.16572869e-07  3.07813149e-06  1.05691728e+00 
 7.17540502e-07  2.96680732e-06  1.05618780e+00 
 7.18838361e-07  2.81657346e-06  1.05454660e+00 
 7.19883639e-07  2.69483716e-06  1.05273951e+00 
 7.20728668e-07  2.59595546e-06  1.05059597e+00 
 7.21650766e-07  2.48759326e-06  1.04837530e+00 
 7.22887306e-07  2.34154627e-06  1.04582243e+00 
 7.24158326e-07  2.19058646e-06  1.04365300e+00 
 7.25278167e-07  2.05690649e-06  1.04232263e+00 
 7.26165253e-07  1.95058039e-06  1.04189968e+00 
 7.27181019e-07  1.82838130e-06  1.04147060e+00 
 7.28267092e-07  1.69721475e-06  1.04047398e+00 
 7.29477587e-07  1.55043072e-06  1.03889417e+00 
 7.30947141e-07  1.37144346e-06  1.03605064e+00 
 7.31936445e-07  1.25049004e-06  1.03382725e+00 
 7.32852089e-07  1.13823199e-06  1.03197772e+00 
 7.34109465e-07  9.83619287e-07  1.02973915e+00 
 7.35393071e-07  8.25270667e-07  1.02811829e+00 
 7.36197320e-07  7.25811982e-07  1.02737010e+00 
 7.37111997e-07  6.12483517e-07  1.02626333e+00 
 7.38630937e-07  4.23823374e-07  1.02397481e+00 
 7.40131140e-07  2.36981109e-07  1.02110625e+00 
 7.41359829e-07  8.36238875e-08  1.01859002e+00 
 7.42502992e-07 -5.92911246e-08  1.01646612e+00 
 7.44022954e-07 -2.49608261e-07  1.01392628e+00 
 7.46480212e-07 -5.57834597e-07  1.01043545e+00 
 7.47995123e-07 -7.48086382e-07  1.00825865e+00 
 7.49365693e-07 -9.20291508e-07  1.00593523e+00 
 7.50561097e-07 -1.07050889e-06  1.00374350e+00 
 7.51304726e-07 -1.16394938e-06  1.00237340e+00 
 7.52124016e-07 -1.26688003e-06  1.00091062e+00 
 7.53086889e-07 -1.38781260e-06  9.99259154e-01 
 7.55012634e-07 -1.62948971e-06  9.96039869e-01 
 7.58450411e-07 -2.05991534e-06  9.90117741e-01 
 7.61934181e-07 -2.49407819e-06  9.84221366e-01 
 7.65187290e-07 -2.89692657e-06  9.78446717e-01 
 7.68584598e-07 -3.31423789e-06  9.71277731e-01 
 7.73518757e-07 -3.91261665e-06  9.62234893e-01 
 7.77606985e-07 -4.40002549e-06  9.53930346e-01 
 7.80164098e-07 -4.70041073e-06  9.48949206e-01 
 7.81717580e-07 -4.88105317e-06  9.46649780e-01 
 7.83479319e-07 -5.08411865e-06  9.43631070e-01 
 7.85210398e-07 -5.28170109e-06  9.39697796e-01 
 7.86946095e-07 -5.47777638e-06  9.34199001e-01 
 7.88575476e-07 -5.65990472e-06  9.29072164e-01 
 7.90227318e-07 -5.84254927e-06  9.25781980e-01 
 7.91272602e-07 -5.95705359e-06  9.24485340e-01 
 7.92340575e-07 -6.07315986e-06  9.22910483e-01 
 7.93676688e-07 -6.21712833e-06  9.20607550e-01 
 7.95227614e-07 -6.38239617e-06  9.16799678e-01 
 7.96738040e-07 -6.54138378e-06  9.11292233e-01 
 7.98319243e-07 -6.70568167e-06  9.05588105e-01 
 7.99807441e-07 -6.85825902e-06  9.01818694e-01 
 8.01053612e-07 -6.98444868e-06  8.99811827e-01 
 8.02508151e-07 -7.12987987e-06  8.97906402e-01 
 8.04102957e-07 -7.28698006e-06  8.95145378e-01 
 8.05732920e-07 -7.44493395e-06  8.89969566e-01 
 8.07163790e-07 -7.58136800e-06  8.84340169e-01 
 8.08659032e-07 -7.72166573e-06  8.79744286e-01 
 8.10725059e-07 -7.91160497e-06  8.76486661e-01 
 8.12469547e-07 -8.06836132e-06  8.75362383e-01 
 8.14327399e-07 -8.23156759e-06  8.72918106e-01 
 8.17171749e-07 -8.47376832e-06  8.64175235e-01 
 8.19937168e-07 -8.70009709e-06  8.55336858e-01 
 8.22746474e-07 -8.92049567e-06  8.50763354e-01 
 8.25552757e-07 -9.13080287e-06  8.42356267e-01 
 8.28380679e-07 -9.33250340e-06  8.32402556e-01 
 8.31378933e-07 -9.53485606e-06  8.29271366e-01 
 8.34532354e-07 -9.73460484e-06  8.28527486e-01 
 8.38290115e-07 -9.95470145e-06  8.18676121e-01 
 8.42155539e-07 -1.01602693e-05  8.12077849e-01 
 8.45007959e-07 -1.02981330e-05  8.11848310e-01 
 8.48120952e-07 -1.04349531e-05  8.02636880e-01 
 8.51487867e-07 -1.05666767e-05  7.95000347e-01 
 8.54758738e-07 -1.06782474e-05  7.93933379e-01 
 8.58116510e-07 -1.07757748e-05  7.83780315e-01 
 8.61464368e-07 -1.08556890e-05  7.78368696e-01 
 8.64059906e-07 -1.09056487e-05  7.80533947e-01 
 8.66686762e-07 -1.09454826e-05  7.74024292e-01 
 8.69459117e-07 -1.09757689e-05  7.65007653e-01 
 8.72495710e-07 -1.09950487e-05  7.66817311e-01 
 8.75056225e-07 -1.09999975e-05  7.70746827e-01 
 8.77786619e-07 -1.09938694e-05  7.65324745e-01 
 8.80865134e-07 -1.09728513e-05  7.61161132e-01 
 8.83762172e-07 -1.09394416e-05  7.63417878e-01 
 8.86542938e-07 -1.08949827e-05  7.56933945e-01 
 8.89338067e-07 -1.08381191e-05  7.48927390e-01 
 8.92261329e-07 -1.07656663e-05  7.51733212e-01 
 8.95315218e-07 -1.06759047e-05  7.52907707e-01 
 8.98333488e-07 -1.05731894e-05  7.46341577e-01 
 9.01766881e-07 -1.04396147e-05  7.48971748e-01 
 9.05408373e-07 -1.02787512e-05  7.52521030e-01 
 9.08775731e-07 -1.01127017e-05  7.49110922e-01 
 9.12185586e-07 -9.92793302e-06  7.53972677e-01 
 9.15610268e-07 -9.72586450e-06  7.55741439e-01 
 9.19073133e-07 -9.50511478e-06  7.52017942e-01 
 9.22291798e-07 -9.28548346e-06  7.58344191e-01 
 9.25568413e-07 -9.04797910e-06  7.63017114e-01 
 9.28424165e-07 -8.82983957e-06  7.61522702e-01 
 9.31184419e-07 -8.60940929e-06  7.66089570e-01 
 9.34124313e-07 -8.36457234e-06  7.73261414e-01 
 9.37542755e-07 -8.06726764e-06  7.72118784e-01 
 9.40475267e-07 -7.80181243e-06  7.72774888e-01 
 9.42839114e-07 -7.58109323e-06  7.77626864e-01 
 9.45302566e-07 -7.34489776e-06  7.76635594e-01 
 9.48124670e-07 -7.06685644e-06  7.71030939e-01 
 9.50754025e-07 -6.80093259e-06  7.72407943e-01 
 9.52720303e-07 -6.59791532e-06  7.77066962e-01 
 9.55273757e-07 -6.32919032e-06  7.77686683e-01 
 9.58347252e-07 -5.99848518e-06  7.72446191e-01 
 9.61310277e-07 -5.67260265e-06  7.73687812e-01 
 9.63416602e-07 -5.43697676e-06  7.78760915e-01 
 9.66186319e-07 -5.12243564e-06  7.79151343e-01 
 9.68788546e-07 -4.82235876e-06  7.77879665e-01 
 9.71229499e-07 -4.53715827e-06  7.83105627e-01 
 9.73079149e-07 -4.31881470e-06  7.89085976e-01 
 9.75475775e-07 -4.03325364e-06  7.92230287e-01 
 9.77584902e-07 -3.77966397e-06  7.92664212e-01 
 9.79732628e-07 -3.51942814e-06  7.95248769e-01 
 9.83750029e-07 -3.02786934e-06  8.03375840e-01 
 9.88323899e-07 -2.46200313e-06  8.08299667e-01 
 9.92671981e-07 -1.91956507e-06  8.14204620e-01 
 9.96840083e-07 -1.39698258e-06  8.21576778e-01 
 1.00076184e-06 -9.04265440e-07  8.28572521e-01 
 1.00463917e-06 -4.17354759e-07  8.37794158e-01 
 1.00889811e-06  1.15840255e-07  8.44285600e-01 
 1.01362940e-06  7.04360052e-07  8.53992862e-01 
 1.01762054e-06  1.19621210e-06  8.64738800e-01 
 1.02116739e-06  1.62871602e-06  8.74101190e-01 
 1.02398473e-06  1.96858398e-06  8.82184439e-01 
 1.02693244e-06  2.32018845e-06  8.89820842e-01 
 1.03012707e-06  2.69608719e-06  8.98154697e-01 
 1.03323519e-06  3.05609612e-06  9.06257294e-01 
 1.03647029e-06  3.42423451e-06  9.14781513e-01 
